u,v,key,osmid,highway,lanes,maxspeed,oneway,reversed,length,geometry,ref,tunnel,bridge,name,width,junction,access
34944399,34944395,0,5106281,residential,,50,False,False,61.62486927804611,"LINESTRING (11.934395 57.6966139, 11.934634 57.6966819, 11.9351038 57.6968156, 11.9351976 57.6968437, 11.9352976 57.6968593, 11.935319 57.6968627)",,,,Amiralitetsgatan,,,
34944400,34944358,0,5555324,residential,,50,False,False,80.00256440043886,"LINESTRING (11.9342516 57.6965601, 11.9337993 57.6964126, 11.9336375 57.6963632, 11.9335278 57.6963295, 11.9331959 57.6962282, 11.9330891 57.6961974)",,,,Amiralitetsgatan,,,
34944401,33411779,0,30390885,residential,,50,False,True,53.13001511822783,"LINESTRING (11.9300233 57.6975244, 11.9304588 57.6971071)",,,,Kommendörsgatan,,,
34944405,2018026274,0,5106952,tertiary,,50,False,True,47.025008864727894,"LINESTRING (11.9309546 57.6981276, 11.9311817 57.6981938, 11.9312311 57.6982085, 11.931647 57.6983324)",,,,Karl Johansgatan,,,
34944405,35133006,0,"[17540512, 5556557, 5214637]",residential,2,50,False,False,207.62469157535077,"LINESTRING (11.9309546 57.6981276, 11.9307574 57.6980645, 11.9306711 57.6980393, 11.9298998 57.6978143, 11.9298609 57.6978035, 11.9298126 57.6978078, 11.9297502 57.6978168, 11.929708 57.6978336, 11.9296604 57.6978676, 11.9295987 57.6979278, 11.9294626 57.6980723, 11.9293747 57.698159, 11.9293211 57.6981927, 11.9292587 57.6982056, 11.9291259 57.6981858, 11.9290321 57.6981672, 11.9281693 57.697903)",,,,"['Skeppsgossegatan', 'Kommendörsgatan', 'Karl Johansgatan']",,,
34944405,16966561,0,191095223,tertiary,,50,False,True,77.77340711645938,"LINESTRING (11.9309546 57.6981276, 11.9309332 57.6981484, 11.9307849 57.6982887, 11.9306669 57.6984004, 11.930396 57.6986642, 11.930347 57.6987043, 11.9303081 57.6987355)",,,,Djurgårdsgatan,,,
34944405,34944449,0,"[223805250, 297719476]",tertiary,2,"['30', '50']",False,False,72.60959523675916,"LINESTRING (11.9309546 57.6981276, 11.9309712 57.6981122, 11.9310561 57.6980402, 11.9310708 57.6980272, 11.9311351 57.6979747, 11.9313025 57.6978221, 11.931363 57.6977681, 11.931598 57.6975726)",,,,Djurgårdsgatan,,,
34944407,34944468,0,17540513,tertiary,,50,True,False,18.46364896393908,"LINESTRING (11.9328659 57.6987087, 11.9331414 57.6987855)",,,,Stigbergstorget,,,
34944407,34944438,0,5106952,tertiary,,50,False,False,42.723217353348346,"LINESTRING (11.9328659 57.6987087, 11.9327653 57.6986775, 11.9324889 57.6985919, 11.932241 57.6985187)",,,,Karl Johansgatan,,,
34944421,34944407,0,5106302,tertiary,,50,True,False,36.165456654056726,"LINESTRING (11.9333088 57.6989284, 11.9330822 57.6988416, 11.9330285 57.6988129, 11.9329444 57.698759, 11.9328659 57.6987087)",,,,Stigbergstorget,,,
34944421,1691294844,0,"[156889952, 156889949]",residential,,50,False,False,96.37770962544559,"LINESTRING (11.9333088 57.6989284, 11.9332822 57.6989496, 11.9332695 57.6989576, 11.9332462 57.6989714, 11.9332364 57.6989957, 11.9331994 57.6993804, 11.9331886 57.6994864, 11.9331512 57.6996393, 11.9334145 57.6996563)",,,,"['Bläsgatan', 'Henriksbergsgatan']",,,
34944433,34944438,0,5106313,residential,,50,False,True,105.3901513847404,"LINESTRING (11.9308433 57.6987604, 11.9313568 57.6989097, 11.9314117 57.6989168, 11.9314583 57.6989151, 11.9315155 57.6989028, 11.9316617 57.6988254, 11.9321488 57.6985879, 11.9322135 57.6985413, 11.932241 57.6985187)",,,,Gamla Varvsgatan,,,
34944438,2018026274,0,5106952,tertiary,,50,False,False,40.92561759459157,"LINESTRING (11.932241 57.6985187, 11.931647 57.6983324)",,,,Karl Johansgatan,,,
34944438,34944433,0,5106313,residential,,50,False,False,105.39015138474042,"LINESTRING (11.932241 57.6985187, 11.9322135 57.6985413, 11.9321488 57.6985879, 11.9316617 57.6988254, 11.9315155 57.6989028, 11.9314583 57.6989151, 11.9314117 57.6989168, 11.9313568 57.6989097, 11.9308433 57.6987604)",,,,Gamla Varvsgatan,,,
34944438,34944407,0,5106952,tertiary,,50,False,True,42.723217353348346,"LINESTRING (11.932241 57.6985187, 11.9324889 57.6985919, 11.9327653 57.6986775, 11.9328659 57.6987087)",,,,Karl Johansgatan,,,
34944449,33411779,0,5556556,residential,,50,False,False,85.2410146989719,"LINESTRING (11.931598 57.6975726, 11.9315003 57.6975262, 11.9312063 57.6974046, 11.9309079 57.6972861, 11.9304588 57.6971071)",,,,Allmänna Vägen,,,
34944449,2326754855,0,"[297719476, 1147860308]",tertiary,,30,False,False,129.7519823682441,"LINESTRING (11.931598 57.6975726, 11.9316528 57.6975221, 11.9326906 57.6965623)",,,,Djurgårdsgatan,,,
34944449,34944405,0,"[223805250, 297719476]",tertiary,2,"['30', '50']",False,True,72.60959523675918,"LINESTRING (11.931598 57.6975726, 11.931363 57.6977681, 11.9313025 57.6978221, 11.9311351 57.6979747, 11.9310708 57.6980272, 11.9310561 57.6980402, 11.9309712 57.6981122, 11.9309546 57.6981276)",,,,Djurgårdsgatan,,,
34944454,34944456,0,5106290,residential,,50,False,True,29.79690074514138,"LINESTRING (11.9343121 57.6994717, 11.9342935 57.6995349, 11.9342404 57.6997186, 11.9342352 57.6997365)",,,,Amerikagatan,,,
34944454,181659004,0,5112669,residential,,50,True,False,28.456084911704018,"LINESTRING (11.9343121 57.6994717, 11.9343791 57.6993079, 11.9343999 57.6992792, 11.9344372 57.6992253)",,,,Amerikagatan,,,
34944456,34944454,0,5106290,residential,,50,False,False,29.79690074514138,"LINESTRING (11.9342352 57.6997365, 11.9342404 57.6997186, 11.9342935 57.6995349, 11.9343121 57.6994717)",,,,Amerikagatan,,,
34944468,33411775,0,"[5106306, 636560634]",residential,,50,True,False,124.93882050252665,"LINESTRING (11.9331414 57.6987855, 11.9331471 57.6987793, 11.9331687 57.6987554, 11.9333189 57.6985983, 11.9333316 57.6985589, 11.9333008 57.6984951, 11.9332753 57.6984729, 11.9329332 57.6983295, 11.9327618 57.6982623, 11.9325566 57.6981788, 11.9323784 57.6980922, 11.9321414 57.6979798)",,,,Allmänna Vägen,,,
34944468,30156694,0,17540513,tertiary,,50,True,False,89.64068785149293,"LINESTRING (11.9331414 57.6987855, 11.9332248 57.6988025, 11.9342002 57.6990101, 11.9342858 57.6990283, 11.9344073 57.6990536, 11.9345449 57.6990811)",,,,Stigbergstorget,,,
35132984,27032940,0,"[1081721602, 1081721603, 1081721604, 5112660]",residential,,50,False,True,67.55091722687648,"LINESTRING (11.931936 57.6909687, 11.9317615 57.6908243, 11.9316262 57.6907123, 11.931607 57.6906964, 11.9314281 57.6905484, 11.9313982 57.6905236, 11.9313193 57.6904584)",,,,Vargögatan,,,
35132986,27032940,0,"[1081722117, 1082200677, 1081722118]",tertiary,2,50,False,False,60.51813605629432,"LINESTRING (11.9304871 57.6907718, 11.9306672 57.690703, 11.9308907 57.6906165, 11.9311429 57.690519, 11.9313193 57.6904584)",,,,Såggatan,,,
35132986,27556685,0,1082200677,tertiary,2,50,False,True,31.154182678835568,"LINESTRING (11.9304871 57.6907718, 11.9302288 57.6908769, 11.9300647 57.6909376)",,,,Såggatan,,,
35132986,33411715,0,"[5214630, 1381644557, 1381644558]",residential,,50,False,False,138.12039449701186,"LINESTRING (11.9304871 57.6907718, 11.930559 57.6908327, 11.9307173 57.6909676, 11.9307705 57.6910283, 11.9307827 57.6910556, 11.9307875 57.6910752, 11.9307817 57.6911022, 11.9306374 57.6913926, 11.9303851 57.6919162, 11.9303713 57.6919429)",,,,Klareborgsgatan,,,
35132987,36654999,0,5214630,residential,,50,False,False,48.59428810700948,"LINESTRING (11.929552 57.6934882, 11.9293134 57.6939062)",,,,Klareborgsgatan,,,
35132987,35132997,0,5112662,residential,,50,False,False,281.4342203287615,"LINESTRING (11.929552 57.6934882, 11.9299128 57.693539, 11.9300711 57.6935716, 11.9301569 57.6936257, 11.9302252 57.6937057, 11.9302547 57.6937722, 11.9302626 57.6938598, 11.9302384 57.6939457, 11.9301525 57.6941105, 11.9301375 57.6941388, 11.9300226 57.6943564, 11.9300204 57.6944129, 11.9300633 57.6944687, 11.9301305 57.6944976, 11.9302802 57.6945153, 11.9313088 57.6946074, 11.9314648 57.6946035, 11.9315661 57.6945835, 11.9316255 57.694547, 11.9316749 57.6944757, 11.9317202 57.6943929, 11.9312441 57.6943475)",,,,Haråsgatan,,,
35132987,33411691,0,5214630,residential,,50,False,True,116.03736684359676,"LINESTRING (11.929552 57.6934882, 11.9300484 57.692558, 11.9300843 57.6924842)",,,,Klareborgsgatan,,,
35132997,35132987,0,5112662,residential,,50,False,True,281.43422032876146,"LINESTRING (11.9312441 57.6943475, 11.9317202 57.6943929, 11.9316749 57.6944757, 11.9316255 57.694547, 11.9315661 57.6945835, 11.9314648 57.6946035, 11.9313088 57.6946074, 11.9302802 57.6945153, 11.9301305 57.6944976, 11.9300633 57.6944687, 11.9300204 57.6944129, 11.9300226 57.6943564, 11.9301375 57.6941388, 11.9301525 57.6941105, 11.9302384 57.6939457, 11.9302626 57.6938598, 11.9302547 57.6937722, 11.9302252 57.6937057, 11.9301569 57.6936257, 11.9300711 57.6935716, 11.9299128 57.693539, 11.929552 57.6934882)",,,,Haråsgatan,,,
35132999,35133000,0,30390883,residential,2,50,False,True,6.380746302951522,"LINESTRING (11.9305306 57.6954584, 11.9306306 57.6954793)",,,,Amiralitetsgatan,,,
35132999,35133001,0,30390883,residential,2,50,False,False,107.52909464170224,"LINESTRING (11.9305306 57.6954584, 11.9290549 57.6952129, 11.928935 57.6951921, 11.9288883 57.695184, 11.9288037 57.6951696)",,,,Amiralitetsgatan,,,
35133000,35132999,0,30390883,residential,2,50,False,False,6.380746302951522,"LINESTRING (11.9306306 57.6954793, 11.9305306 57.6954584)",,,,Amiralitetsgatan,,,
35133000,35133002,0,"[5112666, 1081874381, 1081874382]",residential,,50,False,False,142.88039847048557,"LINESTRING (11.9306306 57.6954793, 11.9304586 57.6956389, 11.9295634 57.6965217, 11.9294772 57.6966067)",,,,Kaptensgatan,,,
35133000,34944359,0,30390883,residential,2,50,False,True,80.96917703740944,"LINESTRING (11.9306306 57.6954793, 11.9314745 57.6957188, 11.9316262 57.6957645, 11.9318341 57.6958206)",,,,Amiralitetsgatan,,,
35133001,9884447710,0,5555718,residential,,50,False,False,117.89914303458133,"LINESTRING (11.9288037 57.6951696, 11.9286231 57.6954744, 11.9283555 57.6960197, 11.9282644 57.6961897)",,,,Styrmansgatan,,,
35133001,36654991,0,"[1081716825, 1081716826, 30390883]",residential,2,50,False,False,93.17391086904355,"LINESTRING (11.9288037 57.6951696, 11.9286731 57.6951157, 11.9285935 57.6951018, 11.928379 57.6950643, 11.9276397 57.6949601, 11.9275773 57.6949513, 11.927313 57.6949483)",,,,Amiralitetsgatan,,,
35133001,35132999,0,30390883,residential,2,50,False,True,107.52909464170224,"LINESTRING (11.9288037 57.6951696, 11.9288883 57.695184, 11.928935 57.6951921, 11.9290549 57.6952129, 11.9305306 57.6954584)",,,,Amiralitetsgatan,,,
35133002,35133000,0,"[5112666, 1081874381, 1081874382]",residential,,50,False,True,142.88039847048557,"LINESTRING (11.9294772 57.6966067, 11.9295634 57.6965217, 11.9304586 57.6956389, 11.9306306 57.6954793)",,,,Kaptensgatan,,,
35133006,36655003,0,300338350,residential,,50,False,False,88.8203052791627,"LINESTRING (11.9281693 57.697903, 11.9268497 57.6975278)",,,,Skeppsgossegatan,,,
35133006,34944405,0,"[17540512, 5556557, 5214637]",residential,2,50,False,True,207.62469157535077,"LINESTRING (11.9281693 57.697903, 11.9290321 57.6981672, 11.9291259 57.6981858, 11.9292587 57.6982056, 11.9293211 57.6981927, 11.9293747 57.698159, 11.9294626 57.6980723, 11.9295987 57.6979278, 11.9296604 57.6978676, 11.929708 57.6978336, 11.9297502 57.6978168, 11.9298126 57.6978078, 11.9298609 57.6978035, 11.9298998 57.6978143, 11.9306711 57.6980393, 11.9307574 57.6980645, 11.9309546 57.6981276)",,,,"['Skeppsgossegatan', 'Kommendörsgatan', 'Karl Johansgatan']",,,
35133006,40021309,0,5556363,residential,,50,False,False,135.95672318116647,"LINESTRING (11.9281693 57.697903, 11.9282066 57.6978609, 11.9282877 57.6977856, 11.9284193 57.6976635, 11.9284397 57.6976445, 11.9286057 57.6974905, 11.9286359 57.6974625, 11.9286678 57.6974302, 11.9286872 57.6974115, 11.9292836 57.6968353)",,,,Kaptensgatan,,,
35133006,190473502,0,18467778,unclassified,,50,True,False,12.565064117713785,"LINESTRING (11.9281693 57.697903, 11.9281678 57.6979316, 11.9281752 57.697959, 11.9282212 57.6980101)",,,,Kaptensgatan,,,
36654980,36654996,0,5214631,residential,,50,False,False,163.02829220947825,"LINESTRING (11.9287454 57.692285, 11.9286389 57.6924925, 11.9285513 57.6926631, 11.9284591 57.6928427, 11.9282902 57.6931717, 11.9280387 57.6936617, 11.9280196 57.6936989)",,,,Standargatan,,,
36654980,33411692,0,"[1082200683, 1082200684, 1082200685]",residential,,50,False,False,54.45545661553351,"LINESTRING (11.9287454 57.692285, 11.9285929 57.6922628, 11.9279545 57.6921778, 11.9278694 57.6921494)",,,,Hamneskärsgatan,,,
36654980,33411691,0,"[1082200682, 1082200683, 5016149]",residential,,50,False,True,82.596059454913,"LINESTRING (11.9287454 57.692285, 11.9289567 57.6923164, 11.929878 57.6924535, 11.9300843 57.6924842)",,,,Hamneskärsgatan,,,
36654981,36654996,0,"[5214632, 1081951837, 1081951838]",residential,,50,False,False,86.11734377731781,"LINESTRING (11.9266187 57.6935008, 11.9267354 57.6935173, 11.9268838 57.6935383, 11.9271271 57.6935727, 11.9278231 57.6936711, 11.9280196 57.6936989)",,,,Ankargatan,,,
36654981,41059277,0,"[1368677986, 17540508]",tertiary,2,50,False,False,101.43955032714366,"LINESTRING (11.9266187 57.6935008, 11.926711 57.6933118, 11.9268346 57.6930585, 11.9268985 57.6929644, 11.926915 57.6929436, 11.9269469 57.6929032, 11.9270127 57.6928483, 11.927244 57.6926622)",,,,Såggatan,,,
36654981,41059283,0,"[1368677984, 1368677985, 1368677986]",tertiary,2,50,False,True,45.59017718158945,"LINESTRING (11.9266187 57.6935008, 11.9265743 57.6935869, 11.9264571 57.693814, 11.9264158 57.6938962)",,,,Såggatan,,,
36654984,41066794,0,552423488,residential,,50,False,False,84.57451780193726,"LINESTRING (11.9259803 57.6947528, 11.92589366475027 57.69474027350483)",,,,Amiralitetsgatan,,,
36654984,36654991,0,"[1081717360, 1081716826, 1081717359]",residential,2,50,False,True,82.13332458526754,"LINESTRING (11.9259803 57.6947528, 11.9262131 57.6947851, 11.9262702 57.6947927, 11.9271938 57.6949327, 11.927313 57.6949483)",,,,Amiralitetsgatan,,,
36654984,41059283,0,"[1368677984, 1368677982, 1368677983]",tertiary,2,50,False,False,98.7167011122573,"LINESTRING (11.9259803 57.6947528, 11.9260471 57.6946113, 11.9263532 57.6940018, 11.9264158 57.6938962)",,,,Såggatan,,,
36654984,33411828,0,"[1368677982, 1081718126, 1368677980, 1368677981, 1368677950]",tertiary,2,50,False,True,112.41797606769796,"LINESTRING (11.9259803 57.6947528, 11.9259312 57.6948406, 11.9259053 57.6948933, 11.92589366475027 57.69491508216804)",,,,Såggatan,,,
36654991,33411784,0,"[1081716824, 5555717, 1081716823]",residential,,50,False,False,107.5879395601715,"LINESTRING (11.927313 57.6949483, 11.9272833 57.6950094, 11.9272696 57.695037, 11.9268978 57.6957875, 11.9268501 57.6958837)",,,,Lotsgatan,,,
36654991,36654984,0,"[1081717360, 1081716826, 1081717359]",residential,2,50,False,False,82.13332458526756,"LINESTRING (11.927313 57.6949483, 11.9271938 57.6949327, 11.9262702 57.6947927, 11.9262131 57.6947851, 11.9259803 57.6947528)",,,,Amiralitetsgatan,,,
36654991,35133001,0,"[1081716825, 1081716826, 30390883]",residential,2,50,False,True,93.17391086904354,"LINESTRING (11.927313 57.6949483, 11.9275773 57.6949513, 11.9276397 57.6949601, 11.928379 57.6950643, 11.9285935 57.6951018, 11.9286731 57.6951157, 11.9288037 57.6951696)",,,,Amiralitetsgatan,,,
36654995,36654999,0,5214630,residential,,50,False,True,50.59383674875915,"LINESTRING (11.9290637 57.6943399, 11.9290891 57.6943207, 11.9291037 57.6942931, 11.9293134 57.6939062)",,,,Klareborgsgatan,,,
36654996,36654998,0,5214631,residential,,50,False,False,32.319181394135796,"LINESTRING (11.9280196 57.6936989, 11.9278991 57.6939386, 11.9278785 57.6939796)",,,,Standargatan,,,
36654996,36654980,0,5214631,residential,,50,False,True,163.02829220947828,"LINESTRING (11.9280196 57.6936989, 11.9280387 57.6936617, 11.9282902 57.6931717, 11.9284591 57.6928427, 11.9285513 57.6926631, 11.9286389 57.6924925, 11.9287454 57.692285)",,,,Standargatan,,,
36654996,36654999,0,"[5214632, 1081951835, 1081951836]",residential,,50,False,False,80.2734417588633,"LINESTRING (11.9280196 57.6936989, 11.9282349 57.6937316, 11.9291031 57.6938747, 11.9293134 57.6939062)",,,,Ankargatan,,,
36654996,36654981,0,"[5214632, 1081951837, 1081951838]",residential,,50,False,True,86.11734377731783,"LINESTRING (11.9280196 57.6936989, 11.9278231 57.6936711, 11.9271271 57.6935727, 11.9268838 57.6935383, 11.9267354 57.6935173, 11.9266187 57.6935008)",,,,Ankargatan,,,
36654998,36654996,0,5214631,residential,,50,False,True,32.319181394135796,"LINESTRING (11.9278785 57.6939796, 11.9278991 57.6939386, 11.9280196 57.6936989)",,,,Standargatan,,,
36654999,35132987,0,5214630,residential,,50,False,True,48.59428810700948,"LINESTRING (11.9293134 57.6939062, 11.929552 57.6934882)",,,,Klareborgsgatan,,,
36654999,36654995,0,5214630,residential,,50,False,False,50.593836748759145,"LINESTRING (11.9293134 57.6939062, 11.9291037 57.6942931, 11.9290891 57.6943207, 11.9290637 57.6943399)",,,,Klareborgsgatan,,,
36654999,36654996,0,"[5214632, 1081951835, 1081951836]",residential,,50,False,True,80.2734417588633,"LINESTRING (11.9293134 57.6939062, 11.9291031 57.6938747, 11.9282349 57.6937316, 11.9280196 57.6936989)",,,,Ankargatan,,,
36655002,371331,0,5555719,residential,,50,False,False,65.30129249891449,"LINESTRING (11.9278696 57.6965422, 11.9277332 57.6966559, 11.9273523 57.6970425, 11.9273385 57.6970559)",,,,Styrmansgatan,,,
36655003,35133006,0,300338350,residential,,50,False,True,88.8203052791627,"LINESTRING (11.9268497 57.6975278, 11.9281693 57.697903)",,,,Skeppsgossegatan,,,
36655003,1484875049,0,"[300338350, 5554993, 1368677945, 1105343486, 1105343487]",residential,"['1', '2']",50,False,False,228.40341739308283,"LINESTRING (11.9268497 57.6975278, 11.9262015 57.6973671, 11.92589366475027 57.69728784371137)",,,,"['Skeppsgossegatan', 'Såggatan']",,,
36655003,371331,0,"[1081874387, 1081874388, 1131150822]",residential,,50,False,True,59.978752838790946,"LINESTRING (11.9268497 57.6975278, 11.926891 57.6974882, 11.9270234 57.6973603, 11.9271606 57.6972278, 11.9272725 57.6971166, 11.9273212 57.6970726, 11.9273385 57.6970559)",,,,Styrmansgatan,,,
40021168,33411784,0,5555717,residential,,50,False,True,83.71416016100892,"LINESTRING (11.9261964 57.6965506, 11.9268501 57.6958837)",,,,Lotsgatan,,,
40021309,35133006,0,5556363,residential,,50,False,True,135.95672318116647,"LINESTRING (11.9292836 57.6968353, 11.9286872 57.6974115, 11.9286678 57.6974302, 11.9286359 57.6974625, 11.9286057 57.6974905, 11.9284397 57.6976445, 11.9284193 57.6976635, 11.9282877 57.6977856, 11.9282066 57.6978609, 11.9281693 57.697903)",,,,Kaptensgatan,,,
40089699,30486740,0,1081720871,tertiary,2,50,False,False,20.272935704330663,"LINESTRING (11.9340851 57.6898724, 11.9341817 57.689863, 11.9342516 57.6898537, 11.9343365 57.6898407, 11.9344159 57.6898286)",,,,Såggatan,,,
40089699,27032940,0,"[1081720868, 1081722117, 1081720869, 1081720870, 1081720871]",tertiary,2,50,False,True,177.6804436682288,"LINESTRING (11.9340851 57.6898724, 11.9339432 57.6898861, 11.9338062 57.6899033, 11.9335824 57.6899362, 11.9332492 57.6899874, 11.933 57.6900336, 11.9326702 57.6901048, 11.9325995 57.6901321, 11.932541 57.6901459, 11.9322092 57.6902238, 11.9318571 57.6903069, 11.9315246 57.6904006, 11.9313193 57.6904584)",,,,Såggatan,,,
40089699,1344274970,0,"[5554819, 1082085374, 1082085375]",residential,,50,False,False,147.84022067366968,"LINESTRING (11.9340851 57.6898724, 11.9340498 57.6898097, 11.9340379 57.6897882, 11.9340069 57.6897308, 11.933982 57.6896975, 11.9339041 57.6895932, 11.9338421 57.6895294, 11.9337152 57.6894476, 11.9336304 57.689393, 11.9335322 57.689326, 11.9334682 57.6892756, 11.9334181 57.6892241, 11.9331574 57.688876, 11.9330929 57.6888177, 11.9329983 57.6887473, 11.9329195 57.6887182)",,,,Mors Backe,,,
40090785,40090833,0,"[1081722656, 1081722657, 5555122, 1368679628]",residential,,50,False,False,198.19921933956863,"LINESTRING (11.9261272 57.6926779, 11.92589366475027 57.692745513079664)",,,,Kabyssgatan,,,
40090785,41059277,0,5555122,residential,,50,False,True,72.09692367489014,"LINESTRING (11.9261272 57.6926779, 11.9264518 57.692584, 11.9266409 57.6925572, 11.9267796 57.6925572, 11.9269117 57.6925701, 11.927079 57.6926078, 11.927244 57.6926622)",,,,Kabyssgatan,,,
40090785,40090918,0,"[522815953, 5555123]",residential,,50,False,False,170.18260534924806,"LINESTRING (11.9261272 57.6926779, 11.9261162 57.6926307, 11.9261125 57.6926148, 11.9261178 57.6925582, 11.926146 57.6925009, 11.9262442 57.6924513, 11.9262829 57.692441, 11.9263635 57.6924195, 11.9265658 57.6924005, 11.9267548 57.6923804, 11.9268849 57.6923425, 11.9269815 57.6923095, 11.9270779 57.6922493, 11.9276128 57.6917642, 11.9278307 57.6915871)",,,,Toppsegelsgatan,,,
40090833,40090785,0,"[1081722656, 1081722657, 5555122, 1368679628]",residential,,50,False,True,198.19921933956863,"LINESTRING (11.92589366475027 57.692745513079664, 11.9261272 57.6926779)",,,,Kabyssgatan,,,
40090918,40090785,0,"[522815953, 5555123]",residential,,50,False,True,170.18260534924806,"LINESTRING (11.9278307 57.6915871, 11.9276128 57.6917642, 11.9270779 57.6922493, 11.9269815 57.6923095, 11.9268849 57.6923425, 11.9267548 57.6923804, 11.9265658 57.6924005, 11.9263635 57.6924195, 11.9262829 57.692441, 11.9262442 57.6924513, 11.926146 57.6925009, 11.9261178 57.6925582, 11.9261125 57.6926148, 11.9261162 57.6926307, 11.9261272 57.6926779)",,,,Toppsegelsgatan,,,
40091062,40091110,0,5554822,residential,,50,False,True,95.78143795713223,"LINESTRING (11.9320856 57.6894849, 11.9320803 57.6895189, 11.9320525 57.689569, 11.9320217 57.6895955, 11.9319917 57.6896088, 11.9319444 57.689612, 11.9318715 57.6896044, 11.9317132 57.6895772, 11.930766 57.6893177)",,,,Paternostergatan,,,
40091110,40091062,0,5554822,residential,,50,False,False,95.78143795713221,"LINESTRING (11.930766 57.6893177, 11.9317132 57.6895772, 11.9318715 57.6896044, 11.9319444 57.689612, 11.9319917 57.6896088, 11.9320217 57.6895955, 11.9320525 57.689569, 11.9320803 57.6895189, 11.9320856 57.6894849)",,,,Paternostergatan,,,
40091110,27032940,0,5554822,residential,,50,False,True,158.94152018232114,"LINESTRING (11.930766 57.6893177, 11.9306263 57.6893715, 11.9305542 57.6894301, 11.9304791 57.6895337, 11.9304521 57.6896469, 11.9304415 57.6897954, 11.9304679 57.6899804, 11.9304829 57.6900784, 11.9305043 57.6901211, 11.9305425 57.6901627, 11.9306323 57.6902218, 11.9307295 57.6902573, 11.9309282 57.690307, 11.9309357 57.6903093, 11.9310874 57.6903438, 11.9311776 57.6903767, 11.9312395 57.6904082, 11.9312652 57.6904249, 11.9313193 57.6904584)",,,,Paternostergatan,,,
40091110,40091155,0,5554823,residential,,50,False,False,190.0637022259758,"LINESTRING (11.930766 57.6893177, 11.9303323 57.6889765, 11.9301921 57.6888705, 11.9301336 57.6888224, 11.9300833 57.6887827, 11.9300625 57.688723, 11.9300835 57.6886717, 11.9300824 57.6886009, 11.9299319 57.6884272, 11.9299234 57.6883451, 11.9299334 57.6879352, 11.9299516 57.6879191, 11.9299852 57.68791, 11.9300495 57.6879045, 11.9301411 57.6879006, 11.9301946 57.6879003, 11.9302726 57.6879088)",,,,Paternostergatan,,,
40091155,40091110,0,5554823,residential,,50,False,True,190.0637022259758,"LINESTRING (11.9302726 57.6879088, 11.9301946 57.6879003, 11.9301411 57.6879006, 11.9300495 57.6879045, 11.9299852 57.68791, 11.9299516 57.6879191, 11.9299334 57.6879352, 11.9299234 57.6883451, 11.9299319 57.6884272, 11.9300824 57.6886009, 11.9300835 57.6886717, 11.9300625 57.688723, 11.9300833 57.6887827, 11.9301336 57.6888224, 11.9301921 57.6888705, 11.9303323 57.6889765, 11.930766 57.6893177)",,,,Paternostergatan,,,
41059268,27556685,0,1082200677,tertiary,2,50,False,False,25.01385597136489,"LINESTRING (11.9297303 57.6910742, 11.9300647 57.6909376)",,,,Såggatan,,,
41059268,30928755,0,"[1081720448, 5555125, 1081720447]",residential,,50,True,False,95.5032065639016,"LINESTRING (11.9297303 57.6910742, 11.9295794 57.6909825, 11.9291149 57.6906943, 11.9290576 57.6906588, 11.9290321 57.6906078, 11.9290403 57.6905611, 11.9293592 57.6904388)",,,,Godhemsplatsen,,,
41059268,33411716,0,"[1082200676, 1082200677, 1082200679]",tertiary,2,50,False,True,96.8153459437267,"LINESTRING (11.9297303 57.6910742, 11.9295643 57.6911616, 11.9292233 57.6913351, 11.9287615 57.6915771, 11.9287348 57.6915921, 11.9285729 57.6916866)",,,,Såggatan,,,
41059277,40090785,0,5555122,residential,,50,False,False,72.09692367489014,"LINESTRING (11.927244 57.6926622, 11.927079 57.6926078, 11.9269117 57.6925701, 11.9267796 57.6925572, 11.9266409 57.6925572, 11.9264518 57.692584, 11.9261272 57.6926779)",,,,Kabyssgatan,,,
41059277,33411692,0,"[17540508, 1082200678, 1082200679]",tertiary,2,50,False,False,68.08335109221827,"LINESTRING (11.927244 57.6926622, 11.9273614 57.6925743, 11.9275089 57.6924567, 11.9277544 57.6922489, 11.9278694 57.6921494)",,,,Såggatan,,,
41059277,36654981,0,"[1368677986, 17540508]",tertiary,2,50,False,True,101.43955032714368,"LINESTRING (11.927244 57.6926622, 11.9270127 57.6928483, 11.9269469 57.6929032, 11.926915 57.6929436, 11.9268985 57.6929644, 11.9268346 57.6930585, 11.926711 57.6933118, 11.9266187 57.6935008)",,,,Såggatan,,,
41059283,41066798,0,5555323,residential,,50,False,False,82.72067522679133,"LINESTRING (11.9264158 57.6938962, 11.92589366475027 57.6938218199897)",,,,Galateagatan,,,
41059283,36654981,0,"[1368677984, 1368677985, 1368677986]",tertiary,2,50,False,False,45.59017718158945,"LINESTRING (11.9264158 57.6938962, 11.9264571 57.693814, 11.9265743 57.6935869, 11.9266187 57.6935008)",,,,Såggatan,,,
41059283,36654984,0,"[1368677984, 1368677982, 1368677983]",tertiary,2,50,False,True,98.7167011122573,"LINESTRING (11.9264158 57.6938962, 11.9263532 57.6940018, 11.9260471 57.6946113, 11.9259803 57.6947528)",,,,Såggatan,,,
41066794,36654984,0,552423488,residential,,50,False,True,84.57451780193728,"LINESTRING (11.92589366475027 57.69474027350483, 11.9259803 57.6947528)",,,,Amiralitetsgatan,,,
41066798,41059283,0,5555323,residential,,50,False,True,82.72067522679133,"LINESTRING (11.92589366475027 57.6938218199897, 11.9264158 57.6938962)",,,,Galateagatan,,,
