u,v,key,osmid,highway,lanes,maxspeed,oneway,reversed,length,geometry,ref,tunnel,bridge,name,width,junction,access
96155589,96154389,0,"[1159599748, 1159599749, 1159599750, 1159599723, 1159599724, 1147775053, 1159599727, 1159599700, 1159599701, 1159599702, 1131598805]",residential,,50,False,True,201.79266930021345,"LINESTRING (11.9723083 57.6911589, 11.9722067 57.6912431, 11.9721664 57.6912762, 11.9719827 57.6914269, 11.9718684 57.6915207, 11.971746 57.6916211, 11.9714062 57.6918998, 11.9711858 57.6920806, 11.9711378 57.69212, 11.9708672 57.692342, 11.9707407 57.6924458, 11.9706196 57.6925452, 11.9705569 57.6925966, 11.9704556 57.6926797)",,,,Landalagatan,,,
96155589,96155587,0,"[1147949241, 1159599598]",residential,,50,False,False,77.38204742858242,"LINESTRING (11.9723083 57.6911589, 11.9724084 57.6911904, 11.9726937 57.6912952, 11.9731182 57.6914357, 11.9732496 57.6915053, 11.9733475 57.6915698)",,,,Holtermansgatan,,,
96155589,307866687,0,"[1147542224, 28038337, 1159599597, 1159599598]",residential,,50,False,True,143.8377987213167,"LINESTRING (11.9723083 57.6911589, 11.9720634 57.6910885, 11.9716617 57.6909249, 11.9712852 57.6907931, 11.9710104 57.6906969, 11.9709466 57.6906746, 11.9708158 57.6907103, 11.9707775 57.6907207, 11.9707487 57.6907309, 11.9707255 57.6907416, 11.9707027 57.6907558, 11.9704208 57.6909715)",,,,Holtermansgatan,,,
96156261,96156265,0,28037137,residential,,50,False,True,76.97821193807513,"LINESTRING (11.9662483 57.6892932, 11.9660479 57.6893679, 11.9659329 57.6894134, 11.9658797 57.6894384, 11.9658442 57.6894577, 11.9658151 57.6894758, 11.9657869 57.6894935, 11.9657637 57.6895133, 11.9657421 57.6895345, 11.9657259 57.689556, 11.965714 57.6895734, 11.9657044 57.6895879, 11.965692 57.6896072, 11.9656762 57.6896394, 11.9656695 57.6896642, 11.9656655 57.6896899, 11.9656665 57.6897214, 11.9656687 57.6897578, 11.9656757 57.6897928, 11.9656905 57.6898207, 11.9657119 57.6898505)",,,,Reutersgatan,8.3,,
96156261,101588854,0,"[1122074104, 1162040539]",residential,,50,False,False,78.33152688152218,"LINESTRING (11.9662483 57.6892932, 11.9661793 57.6892373, 11.965886 57.689027, 11.9657817 57.6889522, 11.9656485 57.6888552, 11.9656426 57.6888506, 11.9655677 57.6887939, 11.9655487 57.6887721, 11.9654994 57.6887154)",,,,Ängemarken,"['6.9', '7.9']",,
96156261,8710044097,0,1172284418,residential,,50,True,False,24.584880682697957,"LINESTRING (11.9662483 57.6892932, 11.9662816 57.6892637, 11.9663175 57.6892416, 11.9663455 57.6892282, 11.9663881 57.6892144, 11.9664246 57.6892051, 11.966463 57.6891996, 11.9665087 57.6891945, 11.9665528 57.6891916, 11.9665885 57.6891923)",,,,Reutersgatan,11.8,,
96156265,96156261,0,28037137,residential,,50,False,False,76.97821193807516,"LINESTRING (11.9657119 57.6898505, 11.9656905 57.6898207, 11.9656757 57.6897928, 11.9656687 57.6897578, 11.9656665 57.6897214, 11.9656655 57.6896899, 11.9656695 57.6896642, 11.9656762 57.6896394, 11.965692 57.6896072, 11.9657044 57.6895879, 11.965714 57.6895734, 11.9657259 57.689556, 11.9657421 57.6895345, 11.9657637 57.6895133, 11.9657869 57.6894935, 11.9658151 57.6894758, 11.9658442 57.6894577, 11.9658797 57.6894384, 11.9659329 57.6894134, 11.9660479 57.6893679, 11.9662483 57.6892932)",,,,Reutersgatan,8.3,,
96156265,96156274,0,"[1123465969, 28037139]",residential,,50,True,False,126.55102695354304,"LINESTRING (11.9657119 57.6898505, 11.9657506 57.6898893, 11.9658088 57.6899307, 11.965832 57.6899462, 11.965842 57.6899529, 11.965871 57.6899705, 11.9659011 57.6899858, 11.9659095 57.6899903, 11.9659331 57.6900021, 11.9659517 57.6900116, 11.9659928 57.6900274, 11.9660297 57.6900376, 11.9660532 57.6900428, 11.9660795 57.6900485, 11.966115 57.6900549, 11.9661443 57.6900593, 11.9662069 57.6900629, 11.9662338 57.6900633, 11.966261 57.6900622, 11.9662935 57.6900595, 11.9663339 57.6900555, 11.9664151 57.6900399, 11.9665164 57.6900177, 11.9666633 57.6899839, 11.9667572 57.6899665, 11.9667938 57.6899613, 11.9668317 57.6899573, 11.9668565 57.6899572, 11.9668872 57.6899574, 11.9669185 57.6899598, 11.9669665 57.6899668, 11.9669986 57.689973, 11.9670298 57.6899818, 11.9671336 57.6900129, 11.9672517 57.6900532, 11.9674381 57.6901168, 11.9674981 57.6901383, 11.9675347 57.6901534)",,,,Reutersgatan,5.3,,
96156274,2441612874,0,"[10818385, 1122156573, 1124138291, 1124138292, 1124138293, 1123610102, 1123610103, 1171073596, 1124138295]",residential,,50,True,False,201.79425250032435,"LINESTRING (11.9675347 57.6901534, 11.9675455 57.6901665, 11.9675511 57.6901783, 11.9675529 57.690191, 11.9675535 57.6901966, 11.9675527 57.6902034, 11.9675447 57.6902261, 11.9675332 57.6902518, 11.9675135 57.6902775, 11.9674838 57.6903057, 11.967464 57.6903168, 11.9674426 57.6903274, 11.9674159 57.6903363, 11.9673797 57.6903454, 11.9673446 57.6903513, 11.9672828 57.6903574, 11.9670737 57.6903781, 11.9669541 57.690389, 11.9668836 57.6903973, 11.9668518 57.690403, 11.9667798 57.6904158, 11.966723 57.6904288, 11.9666649 57.6904439, 11.9666247 57.6904567, 11.9665429 57.6904918, 11.9664949 57.6905171, 11.9663974 57.6905684, 11.966351 57.690594, 11.9662504 57.6906496, 11.9661682 57.6906967, 11.9660191 57.6907834, 11.965953 57.6908257, 11.965893 57.690868, 11.9656817 57.6910274, 11.9656365 57.6910615, 11.9656013 57.691088, 11.9654053 57.6912352, 11.965338 57.6912877, 11.9653184 57.6913131, 11.9653016 57.6913347, 11.9652801 57.6913619)",,,,Daniel Petterssons Gata,5.3,,
96156274,2441612874,1,"[1122156576, 1124162276, 1122072805, 1122072806, 1122072807, 1122074119, 1122074121, 1121229163, 1121229164, 1123465970, 1123465971, 1122074164, 1122074165, 10818420, 1121229172, 1121229173, 1123610105, 1121241695]",residential,,50,True,False,378.6640996459712,"LINESTRING (11.9675347 57.6901534, 11.9675632 57.6901591, 11.9676052 57.6901602, 11.967635 57.6901588, 11.9676746 57.6901532, 11.9677181 57.6901441, 11.9677478 57.6901378, 11.9678164 57.6901211, 11.968036 57.6900762, 11.9681733 57.690049, 11.9682109 57.6900439, 11.9682483 57.6900401, 11.9682836 57.690038, 11.9683158 57.6900378, 11.9683483 57.6900398, 11.9683812 57.6900434, 11.9684173 57.690049, 11.9684463 57.6900548, 11.9684709 57.6900609, 11.9684971 57.6900679, 11.9685267 57.6900772, 11.9685524 57.6900863, 11.9685696 57.6900929, 11.9685853 57.6901002, 11.9686051 57.6901112, 11.9686245 57.690123, 11.9686403 57.6901336, 11.9686514 57.6901436, 11.9686659 57.6901583, 11.968679 57.6901733, 11.9686863 57.6901839, 11.9686929 57.6901947, 11.9687019 57.6902136, 11.9687065 57.6902346, 11.9687078 57.6902545, 11.9687065 57.6902767, 11.968704 57.6902951, 11.9686971 57.6903221, 11.9686854 57.6903481, 11.9686598 57.6904053, 11.9686017 57.6905115, 11.9685865 57.6905428, 11.9685589 57.6905917, 11.9684794 57.6906819, 11.9684325 57.6907201, 11.9683837 57.690751, 11.9682768 57.6908012, 11.9679584 57.6909355, 11.967865 57.6909729, 11.9678041 57.6909959, 11.9677437 57.6910192, 11.9675924 57.6910792, 11.9675307 57.6911039, 11.9674761 57.6911271, 11.9674419 57.6911456, 11.9674217 57.6911566, 11.9674064 57.6911679, 11.9673883 57.6911799, 11.9673752 57.691191, 11.9673455 57.6912173, 11.9673318 57.6912335, 11.967323 57.691248, 11.9673068 57.691276, 11.9673009 57.6912886, 11.9672875 57.6913225, 11.9672824 57.6913551, 11.9672761 57.6913848, 11.9672637 57.6914157, 11.9672534 57.6914337, 11.9672363 57.6914564, 11.9672185 57.6914742, 11.9672006 57.691491, 11.967182 57.6915032, 11.9671591 57.6915163, 11.9671293 57.6915292, 11.9671038 57.6915379, 11.9670854 57.6915439, 11.9670637 57.6915499, 11.9670427 57.691555, 11.9670218 57.6915587, 11.9669975 57.691562, 11.9669788 57.6915634, 11.96695 57.6915651, 11.966925 57.6915658, 11.966899 57.6915653, 11.9668609 57.6915632, 11.9667696 57.6915557, 11.9666651 57.6915472, 11.9662465 57.6915093, 11.9659771 57.6914892, 11.9658576 57.691479, 11.9658229 57.691476, 11.9657111 57.6914662, 11.9656507 57.69146, 11.9656191 57.6914558, 11.965585 57.6914506, 11.9655536 57.6914431, 11.9655156 57.6914338, 11.9655011 57.6914287, 11.9654521 57.6914115, 11.9653646 57.6913773, 11.9652801 57.6913619)",,,,Raketgatan,"['5', '5.3', '9.2', '5.5']",,
96156690,96156265,0,"[10818433, 1121229166, 1121229167]",residential,,50,True,False,227.75309952767788,"LINESTRING (11.964051 57.6913719, 11.9640418 57.691334, 11.9640365 57.6913154, 11.9640264 57.6912965, 11.9639776 57.6912375, 11.9639589 57.6912148, 11.9639425 57.691195, 11.9639214 57.6911694, 11.9639033 57.6911474, 11.9638876 57.6911285, 11.9638813 57.6911209, 11.9638514 57.6910846, 11.9637868 57.6910064, 11.9637739 57.6909819, 11.9637634 57.6909531, 11.9637587 57.690922, 11.9637604 57.6909062, 11.9637646 57.6908878, 11.9637794 57.6908656, 11.9638075 57.690833, 11.9638653 57.6907769, 11.9639698 57.6906911, 11.9641337 57.6905607, 11.9642605 57.6904524, 11.9646941 57.690108, 11.9647143 57.6900925, 11.9647351 57.6900807, 11.9647535 57.6900716, 11.964794 57.6900546, 11.9648185 57.690045, 11.9648543 57.6900337, 11.9649733 57.6900064, 11.9652341 57.6899512, 11.9654737 57.6899039, 11.965613 57.6898734, 11.9657119 57.6898505)",,,,Dalheimersgatan,5.3,,
96156690,5894434644,0,"[1121144218, 28037141, 1123610104, 1121144217, 1122074106, 1122074107]",residential,,50,False,False,80.63335155397934,"LINESTRING (11.964051 57.6913719, 11.9638497 57.6913788, 11.9638073 57.6913793, 11.9637608 57.6913798, 11.9636808 57.6913791, 11.9635187 57.6913833, 11.9634541 57.6913958, 11.9633976 57.6914139, 11.9633617 57.6914252, 11.9633067 57.6914418, 11.9632168 57.6914705, 11.9631759 57.6914816, 11.9631559 57.6914864, 11.9631474 57.6914862, 11.9631384 57.6914845, 11.9631282 57.6914803, 11.9631224 57.6914772, 11.9631176 57.6914723, 11.9631142 57.6914579, 11.9631035 57.6912788)",,,,Raketgatan,"['3.9', '5.1']",,
96523105,96523603,0,115721003,tertiary,2,50,False,False,120.88554638403197,"LINESTRING (11.9782127 57.6917533, 11.9780866 57.6918607, 11.9780187 57.691923, 11.9778902 57.6920506, 11.9777598 57.6921757, 11.9776947 57.6922382, 11.9775685 57.6923606, 11.97746 57.6924715, 11.9772376 57.6927069)",,,,Gibraltargatan,,,
96523105,292889341,0,115721003,tertiary,2,50,False,True,17.73138720367159,"LINESTRING (11.9782127 57.6917533, 11.9782888 57.6916831, 11.9783686 57.6916174)",,,,Gibraltargatan,,,
96523244,96523105,0,14194870,residential,,50,True,False,111.36581719008585,"LINESTRING (11.97979233524973 57.692219388353244, 11.9783994 57.6918065, 11.9783197 57.6917844, 11.9782127 57.6917533)",,,,Vidblicksgatan,,,
96523321,26355153,0,115721003,tertiary,2,50,False,False,100.99319206621749,"LINESTRING (11.9765603 57.6934508, 11.97642 57.6936022, 11.9762651 57.6937717, 11.9761008 57.693948, 11.9759878 57.6940663, 11.9759385 57.6941218, 11.9758621 57.6942126, 11.9758214 57.6942684)",,,,Gibraltargatan,,,
96523321,96523748,0,115721003,tertiary,2,50,False,True,70.95039006834105,"LINESTRING (11.9765603 57.6934508, 11.9767559 57.6932309, 11.9768424 57.6931384, 11.977077 57.6928756)",,,,Gibraltargatan,,,
96523394,96523321,0,"[10863856, 1368991217, 1368991218]",residential,,50,True,False,102.94831401314869,"LINESTRING (11.9782438 57.693666, 11.9780713 57.6936481, 11.9767211 57.693482, 11.9766519 57.6934694, 11.9765603 57.6934508)",,,,Kjellbergsgatan,,,
96523394,96523573,0,27841840,residential,,50,False,False,85.42851441430768,"LINESTRING (11.9782438 57.693666, 11.9782525 57.6929988, 11.9781812 57.6929052)",,,,Sylvestergatan,,,
96523394,305677012,0,"[27841840, 28165207]",residential,,50,False,True,20.998496609454172,"LINESTRING (11.9782438 57.693666, 11.9782491 57.6937682, 11.9783357 57.6938414)",,,,"['Pontus Wiknersgatan', 'Sylvestergatan']",,,
96523439,973134726,0,10863896,residential,,50,True,False,42.6391879062173,"LINESTRING (11.9793849 57.6936133, 11.9792707 57.6936476, 11.9787546 57.6937965)",,,,Pontus Wiknersgatan,,,
96523439,972443159,0,1215144685,residential,,50,False,False,119.69547085415765,"LINESTRING (11.9793849 57.6936133, 11.9792798 57.693188, 11.9792798 57.6930469, 11.9792899 57.6929679, 11.9793301 57.6928534, 11.979378 57.6927667, 11.97945 57.6926602, 11.9795501 57.6925675)",,,,Viktor Rydbergsgatan,,,
96523439,973134717,0,1215144685,residential,,50,False,True,88.95006819898084,"LINESTRING (11.9793849 57.6936133, 11.9794053 57.6936798, 11.9794651 57.6938718, 11.9796476 57.6944008)",,,,Viktor Rydbergsgatan,,,
96523570,305677012,0,28165207,residential,,50,False,False,10.044843444045359,"LINESTRING (11.9784926 57.693875, 11.9783357 57.6938414)",,,,Pontus Wiknersgatan,,,
96523573,96523394,0,27841840,residential,,50,False,True,85.42851441430768,"LINESTRING (11.9781812 57.6929052, 11.9782525 57.6929988, 11.9782438 57.693666)",,,,Sylvestergatan,,,
96523603,96523748,0,10863931,residential,,50,True,False,101.30723387382082,"LINESTRING (11.9772376 57.6927069, 11.9773205 57.6927241, 11.9778548 57.6928514, 11.9778965 57.6928661, 11.9779142 57.6928901, 11.9779191 57.6929189, 11.9778932 57.6929353, 11.9778482 57.692949, 11.9777772 57.6929497, 11.9772141 57.6929008, 11.9771729 57.6928928, 11.977077 57.6928756)",,,,Ålandsgatan,,,
96523603,96523748,1,115721003,tertiary,2,50,False,False,21.05639019973912,"LINESTRING (11.9772376 57.6927069, 11.9771542 57.6927883, 11.977077 57.6928756)",,,,Gibraltargatan,,,
96523603,96523105,0,115721003,tertiary,2,50,False,True,120.88554638403197,"LINESTRING (11.9772376 57.6927069, 11.97746 57.6924715, 11.9775685 57.6923606, 11.9776947 57.6922382, 11.9777598 57.6921757, 11.9778902 57.6920506, 11.9780187 57.691923, 11.9780866 57.6918607, 11.9782127 57.6917533)",,,,Gibraltargatan,,,
96523748,96523321,0,115721003,tertiary,2,50,False,False,70.95039006834105,"LINESTRING (11.977077 57.6928756, 11.9768424 57.6931384, 11.9767559 57.6932309, 11.9765603 57.6934508)",,,,Gibraltargatan,,,
96523748,96523603,0,115721003,tertiary,2,50,False,True,21.05639019973912,"LINESTRING (11.977077 57.6928756, 11.9771542 57.6927883, 11.9772376 57.6927069)",,,,Gibraltargatan,,,
96523780,973134717,0,"[1215144685, 1447578748, 1447578749]",residential,,50,False,False,65.54513245368719,"LINESTRING (11.97979233524973 57.694848987625484, 11.9797835 57.6948206, 11.9796476 57.6944008)",,,,Viktor Rydbergsgatan,,,
96527131,25734040,0,4276191,tertiary,2,50,False,False,48.62348355177695,"LINESTRING (11.9772254 57.6962637, 11.9774254 57.6965453, 11.977464 57.69659, 11.9775853 57.6966478)",,,,Viktor Rydbergsgatan,,,
96527131,26842526,0,4276191,tertiary,2,50,False,True,178.7544248535627,"LINESTRING (11.9772254 57.6962637, 11.9769507 57.6959617, 11.9768033 57.6958191, 11.9766921 57.6957114, 11.9765426 57.6955468, 11.9765132 57.6955026, 11.9764889 57.6954317, 11.9764836 57.6953695, 11.9764997 57.6953159, 11.9765619 57.6952182, 11.9767945 57.6949502, 11.9768348 57.6948878, 11.9768607 57.6948296, 11.9768605 57.6947867)",,,,Viktor Rydbergsgatan,,,
96527131,96528278,0,"[1123570602, 1368773154, 28164731, 10864382]",residential,,50,False,False,273.52773810284197,"LINESTRING (11.9772254 57.6962637, 11.9773097 57.6962428, 11.9773637 57.6962284, 11.9774348 57.696206, 11.9774972 57.6961718, 11.97755 57.6961349, 11.9776249 57.6960874, 11.9777018 57.6960485, 11.9777847 57.6960194, 11.9778957 57.6959947, 11.9779723 57.6959806, 11.9780434 57.6959733, 11.9781172 57.6959733, 11.9782094 57.6959794, 11.9783918 57.6960048, 11.9786027 57.6960262, 11.9788229 57.6960558, 11.9792931 57.6961022, 11.9795928 57.6961222, 11.97979233524973 57.696129408643415)",,,,"['Bengt Lidnersgatan', 'Skyttegatan', 'Ekmansgatan']",,,
96528278,96527131,0,"[1123570602, 28164731, 1368773154, 10864382]",residential,,50,False,True,273.5277381028419,"LINESTRING (11.97979233524973 57.696129408643415, 11.9795928 57.6961222, 11.9792931 57.6961022, 11.9788229 57.6960558, 11.9786027 57.6960262, 11.9783918 57.6960048, 11.9782094 57.6959794, 11.9781172 57.6959733, 11.9780434 57.6959733, 11.9779723 57.6959806, 11.9778957 57.6959947, 11.9777847 57.6960194, 11.9777018 57.6960485, 11.9776249 57.6960874, 11.97755 57.6961349, 11.9774972 57.6961718, 11.9774348 57.696206, 11.9773637 57.6962284, 11.9773097 57.6962428, 11.9772254 57.6962637)",,,,"['Bengt Lidnersgatan', 'Skyttegatan', 'Ekmansgatan']",,,
96815030,96815031,0,"[115228427, 1359602847]",residential,,50,False,False,23.86972740402394,"LINESTRING (11.9701239 57.6893525, 11.9701649 57.6893755, 11.9701966 57.6893991, 11.9702241 57.6894265, 11.9702486 57.689459, 11.970271 57.6894949, 11.9702873 57.689544)",,,,Egnahemsvägen,7.1,,
96815030,318684151,0,"[115228427, 1145139247]",residential,,50,False,True,70.2282741442811,"LINESTRING (11.9701239 57.6893525, 11.9700658 57.6893299, 11.9699569 57.6892955, 11.9699024 57.6892782, 11.9697121 57.6892142, 11.9694698 57.68913, 11.9692977 57.6890741, 11.969196 57.6890478, 11.9691095 57.6890316)",,,,Egnahemsvägen,"['6.2', '7.1']",,
96815031,96815544,0,10888079,residential,,50,True,False,67.15262879222306,"LINESTRING (11.9702873 57.689544, 11.9704039 57.689539, 11.9704521 57.6895369, 11.971136 57.6895011, 11.9714123 57.6894882)",,,,Kolonigatan,6.1,,
96815031,96815039,0,"[1145141795, 1159599464, 27227113, 1147542223, 27227127, 1159599484, 1359602847]",residential,,50,False,False,181.6642620161535,"LINESTRING (11.9702873 57.689544, 11.9702911 57.6896057, 11.9702992 57.6897665, 11.9702787 57.6900775, 11.9702743 57.6901047, 11.9702668 57.6901685, 11.9702173 57.6906368, 11.9701562 57.6909712, 11.9701432 57.6910169, 11.9700909 57.6911133, 11.9700573 57.6911675)",,,viaduct,Egnahemsvägen,"['6.7', '7.1', '8.7', '4.5']",,
96815031,96815030,0,"[115228427, 1359602847]",residential,,50,False,True,23.86972740402394,"LINESTRING (11.9702873 57.689544, 11.970271 57.6894949, 11.9702486 57.689459, 11.9702241 57.6894265, 11.9701966 57.6893991, 11.9701649 57.6893755, 11.9701239 57.6893525)",,,,Egnahemsvägen,7.1,,
96815039,96815031,0,"[1145141795, 1159599464, 27227113, 1147542223, 27227127, 1159599484, 1359602847]",residential,,50,False,True,181.6642620161535,"LINESTRING (11.9700573 57.6911675, 11.9700909 57.6911133, 11.9701432 57.6910169, 11.9701562 57.6909712, 11.9702173 57.6906368, 11.9702668 57.6901685, 11.9702743 57.6901047, 11.9702787 57.6900775, 11.9702992 57.6897665, 11.9702911 57.6896057, 11.9702873 57.689544)",,,viaduct,Egnahemsvägen,"['6.7', '7.1', '8.7', '4.5']",,
96815544,96815547,0,"[1157353928, 1157353929, 10888079]",residential,,50,True,False,314.75155255222484,"LINESTRING (11.9714123 57.6894882, 11.9716021 57.6894841, 11.9720817 57.6894739, 11.972214 57.6894757, 11.9723076 57.6894808, 11.9731099 57.6885964, 11.9734374 57.6882803, 11.9738665 57.6878738, 11.9743249 57.6874996, 11.9744161 57.6874201)",,,,Kolonigatan,"['8.8', '6.1', '9']",,
96815544,130929296,0,13900256,residential,,50,False,False,141.44449664468777,"LINESTRING (11.9714123 57.6894882, 11.9713989 57.6894036, 11.9713962 57.6892917, 11.9714105 57.6891196, 11.9714831 57.6888791, 11.9716505 57.6886044, 11.9718017 57.6884249, 11.9719479 57.6882699)",,,,Fyrverkaregatan,6,,
96815547,96815549,0,28100606,residential,,50,False,False,111.99784134769766,"LINESTRING (11.9744161 57.6874201, 11.9754375 57.6865737)",,,,Kolonigatan,4.5,,
96815547,130929281,0,13900258,residential,,50,True,False,61.25212465246755,"LINESTRING (11.9744161 57.6874201, 11.9740052 57.6872846, 11.9738027 57.6872178, 11.9736169 57.6871565, 11.9735801 57.6871479, 11.9735289 57.6871466)",,,,Hedlundsgatan,4.6,,
96815549,96815547,0,28100606,residential,,50,False,True,111.99784134769766,"LINESTRING (11.9754375 57.6865737, 11.9744161 57.6874201)",,,,Kolonigatan,4.5,,
96815549,96815550,0,28100606,residential,,50,False,False,112.10601432150858,"LINESTRING (11.9754375 57.6865737, 11.975925 57.686162, 11.9762971 57.6857539, 11.9763043 57.6857189, 11.9763012 57.6856872)",,,,Kolonigatan,4.5,,
96815549,308676329,0,28100615,residential,,50,False,True,56.48712701185056,"LINESTRING (11.9754375 57.6865737, 11.9751723 57.6864911, 11.9750627 57.6864569, 11.9750121 57.6864411, 11.9749708 57.6864261, 11.9746338 57.6863032)",,,,Hagtornsgatan,4.6,,
96815550,96815549,0,28100606,residential,,50,False,True,112.10601432150858,"LINESTRING (11.9763012 57.6856872, 11.9763043 57.6857189, 11.9762971 57.6857539, 11.975925 57.686162, 11.9754375 57.6865737)",,,,Kolonigatan,4.5,,
96815550,308678490,0,28100874,residential,,,False,False,70.70465314299499,"LINESTRING (11.9763012 57.6856872, 11.9763029 57.6856617, 11.9763017 57.6856252, 11.976302 57.6856038, 11.9762926 57.6855561, 11.9762731 57.685497, 11.9762637 57.6854776, 11.9762456 57.6854626, 11.9762202 57.6854497, 11.9761544 57.6854314, 11.9759989 57.6853884, 11.9755845 57.6852629)",,,,Skjutbanegatan,,,
96815550,130929265,0,1145139955,residential,,50,False,True,59.80678956228472,"LINESTRING (11.9763012 57.6856872, 11.9762188 57.6856522, 11.9759879 57.6855691, 11.9758664 57.6855278, 11.9754411 57.6854105)",,,,Skjutbanegatan,6,,
99139609,99139692,0,180860853,residential,,50,True,False,121.19849842561939,"LINESTRING (11.976771 57.7001194, 11.9755437 57.70099)",,,,Lorensbergsgatan,,,
99139609,8712821187,0,29123044,residential,,50,False,False,68.87902053079404,"LINESTRING (11.976771 57.7001194, 11.9773206 57.7003453, 11.9775829 57.7004781, 11.9776588 57.7005165)",,,,Kristinelundsgatan,8,,
99139692,8712821188,0,1136139174,unclassified,,50,True,False,47.37764146197766,"LINESTRING (11.9755437 57.70099, 11.9760076 57.7012025, 11.9760673 57.7012261, 11.9761519 57.7012654)",,,,Vasagatan,,,
101530006,320986808,0,114541184,tertiary,2,50,False,True,404.7477674811624,"LINESTRING (11.9720363 57.6850471, 11.9719721 57.685104, 11.971925 57.6851509, 11.9718873 57.6851924, 11.9718602 57.6852248, 11.9718404 57.6852532, 11.9718172 57.6852909, 11.9717993 57.6853217, 11.9717016 57.685528, 11.9716017 57.68573, 11.9714356 57.6860712, 11.9712691 57.6864069, 11.9711224 57.6866956, 11.9710205 57.6868821, 11.9709626 57.6869865, 11.9709019 57.6870878, 11.970829 57.6871934, 11.9707589 57.6872858, 11.9706052 57.6874593, 11.9705175 57.687547, 11.9704344 57.6876267, 11.9702543 57.6877796, 11.9701592 57.6878563, 11.970073 57.6879203, 11.9696863 57.6881665, 11.969392 57.6883453)",,,,Doktor Allards Gata,,,
101530006,4036318056,0,"[1145139925, 114541238]",tertiary,1,50,True,False,70.77538481509535,"LINESTRING (11.9720363 57.6850471, 11.9720688 57.6850074, 11.9721094 57.6849673, 11.9721828 57.6849134, 11.9722598 57.6848665, 11.9723481 57.6848237, 11.9724135 57.6847942, 11.9724885 57.6847636, 11.9725648 57.6847353, 11.9726465 57.6847067, 11.9727469 57.6846768, 11.9728226 57.6846617, 11.97292 57.6846595)",,,,Doktor Allards Gata,,,
101582094,303384751,0,"[205130840, 205130836]",tertiary,"['1', '2']",50,True,False,158.0162708362296,"LINESTRING (11.9660258 57.6870229, 11.9661484 57.687149, 11.9662877 57.6873344, 11.9664419 57.6875225, 11.9665995 57.6876925, 11.9668377 57.6879475, 11.966906 57.6880261, 11.9670138 57.6881295, 11.9671497 57.688249, 11.9672088 57.688293)",,,,Guldhedsgatan,,,
101582094,101583321,0,"[1302637609, 11412271, 1162985079]",residential,,50,False,False,185.49089777971858,"LINESTRING (11.9660258 57.6870229, 11.9661419 57.6869924, 11.9662021 57.6869749, 11.9663912 57.6869218, 11.9670844 57.6867435, 11.9675484 57.6866106, 11.9678677 57.6865187, 11.9678765 57.6865152, 11.9681558 57.6864054, 11.9683978 57.6862918, 11.9684894 57.6862449, 11.9685668 57.6861969, 11.9686502 57.6861466)",,,,Doktor Saléns Gata,5.5,,
101583321,101583324,0,11412271,residential,,50,False,False,110.04786029849505,"LINESTRING (11.9686502 57.6861466, 11.9689647 57.6858844, 11.9692683 57.6855185, 11.9694181 57.6853267, 11.9694972 57.6852708)",,,,Doktor Saléns Gata,5.5,,
101583321,101582094,0,"[1302637609, 1162985079, 11412271]",residential,,50,False,True,185.49089777971864,"LINESTRING (11.9686502 57.6861466, 11.9685668 57.6861969, 11.9684894 57.6862449, 11.9683978 57.6862918, 11.9681558 57.6864054, 11.9678765 57.6865152, 11.9678677 57.6865187, 11.9675484 57.6866106, 11.9670844 57.6867435, 11.9663912 57.6869218, 11.9662021 57.6869749, 11.9661419 57.6869924, 11.9660258 57.6870229)",,,,Doktor Saléns Gata,5.5,,
101583321,101588168,0,"[971635752, 1302637610, 971635767, 11412527]",residential,,50,True,False,353.12369273967926,"LINESTRING (11.9686502 57.6861466, 11.9685464 57.6861017, 11.9684073 57.6860429, 11.9683291 57.6860099, 11.9682433 57.6859956, 11.9681682 57.6859934, 11.9680676 57.6860114, 11.9677688 57.6861094, 11.9674453 57.6862155, 11.9673913 57.6862286, 11.9673491 57.6862385, 11.9672986 57.6862472, 11.9672589 57.6862519, 11.9672132 57.6862546, 11.9671677 57.6862556, 11.9671229 57.6862547, 11.9670749 57.6862499, 11.9670422 57.6862461, 11.9670021 57.6862393, 11.9669518 57.6862239, 11.9668991 57.6861998, 11.9668367 57.6861731, 11.9667846 57.6861427, 11.966756 57.6861216, 11.9667237 57.6860941, 11.9666928 57.6860598, 11.9666623 57.6860145, 11.9666425 57.6859556, 11.9666497 57.6858937, 11.9666533 57.6858777, 11.9666751 57.6858001, 11.9667477 57.6856596, 11.9668955 57.6853525, 11.9669974 57.6852281, 11.9671154 57.6851084, 11.9672488 57.6849901, 11.9673877 57.6848885, 11.9675627 57.6847707, 11.9676713 57.6847091, 11.9677524 57.6846689, 11.9680683 57.6845108, 11.968157 57.6844726, 11.9681729 57.6844657, 11.9682731 57.6844259)",,,,Doktor Belfrages Gata,,,
101583324,308676926,0,11412271,residential,,50,False,False,160.80314280461812,"LINESTRING (11.9694972 57.6852708, 11.9696858 57.6851722, 11.9709444 57.6845141, 11.971024 57.6844722, 11.9714331 57.6842607)",,,,Doktor Saléns Gata,5.5,,
101583324,101583321,0,11412271,residential,,50,False,True,110.04786029849507,"LINESTRING (11.9694972 57.6852708, 11.9694181 57.6853267, 11.9692683 57.6855185, 11.9689647 57.6858844, 11.9686502 57.6861466)",,,,Doktor Saléns Gata,5.5,,
